Crassostrea virginica	6565	28
Crassostrea gigas	29159	26
Branchiostoma floridae	7739	22
Gigantopelta aegis	1735272	22
Salmo trutta	8032	18
Acipenser ruthenus	7906	17
Octopus sinensis	2607531	15
Pecten maximus	6579	14
Petromyzon marinus	7757	14
Carassius auratus	7957	14
Patella vulgata	6465	13
Salmo salar	8030	13
Octopus bimaculoides	37653	12
Pomacea canaliculata	400727	12
Esox lucius	8010	11
Anguilla anguilla	7936	10
Chanos chanos	29144	10
Coregonus clupeaformis	59861	10
Solea senegalensis	28829	9
Polyodon spathula	7913	9
Etheostoma spectabile	54343	9
Micropterus dolomieu	147949	9
Sander lucioperca	283035	9
Cyprinus carpio	7962	9
Brienomyrus brachyistius	42636	9
Kryptolebias marmoratus	37003	9
Oncorhynchus kisutch	8019	9
Salvelinus namaycush	8040	9
Oncorhynchus mykiss	8022	8
Oncorhynchus tshawytscha	74940	8
Ictalurus punctatus	7998	8
Fundulus heteroclitus	8078	8
Gasterosteus aculeatus aculeatus	69293	8
Tachysurus fulvidraco	1234273	8
Oncorhynchus gorbuscha	8017	8
Megalops cyprinoides	118141	8
Melanotaenia boesemani	1250792	8
Erpetoichthys calabaricus	27687	8
Anabas testudineus	64144	8
Gambusia affinis	33528	7
Etheostoma cragini	417921	7
Girardinichthys multiradiatus	208333	7
Salvelinus sp. IW2-2015	2691554	7
Epinephelus lanceolatus	310571	7
Oreochromis niloticus	8128	7
Acanthopagrus latus	8177	7
Silurus meridionalis	175797	7
Archocentrus centrarchus	63155	7
Xiphophorus maculatus	8083	7
Xiphophorus hellerii	8084	7
Alosa sapidissima	34773	7
Mastacembelus armatus	205130	7
Thunnus maccoyii	8240	7
Betta splendens	158456	7
Lates calcarifer	8187	7
Thunnus albacares	8236	7
Hypomesus transpacificus	137520	7
Oreochromis aureus	47969	7
Sparus aurata	8175	7
Poecilia reticulata	8081	6
Perca fluviatilis	8168	6
Clupea harengus	7950	6
Salarias fasciatus	181472	6
Polypterus senegalus	55291	6
Cottoperca gobio	56716	6
Cheilinus undulatus	241271	6
Protopterus annectens	7888	6
Periophthalmus magnuspinnatus	409849	6
Perca flavescens	8167	6
Plectropomus leopardus	160734	6
Gouania willdenowi	441366	6
Astyanax mexicanus	7994	6
Hippoglossus stenolepis	195615	6
Xiphophorus couchianus	32473	6
Xiphias gladius	8245	6
Amblyraja radiata	386614	6
Xenopus tropicalis	8364	6
Megalobrama amblycephala	75352	6
Notolabrus celidotus	1203425	6
Larimichthys crocea	215358	6
Oncorhynchus nerka	8023	6
Epinephelus fuscoguttatus	293821	6
Puntigrus tetrazona	1606681	6
Hippoglossus hippoglossus	8267	6
Siniperca chuatsi	119488	6
Sebastes umbrosus	72105	6
Scophthalmus maximus	52904	6
Cyclopterus lumpus	8103	6
Epinephelus moara	300413	6
Oryzias melastigma	30732	5
Nematolebias whitei	451745	5
Dermochelys coriacea	27794	5
Ovis aries	9940	5
Gadus morhua	8049	5
Myripristis murdjan	586833	5
Parambassis ranga	210632	5
Cynoglossus semilaevis	244447	5
Echeneis naucrates	173247	5
Mugil cephalus	48193	5
Scatophagus argus	75038	5
Cervus canadensis	1574408	5
Scyliorhinus canicula	7830	5
Thalassophryne amazonica	390379	5
Thamnophis elegans	35005	5
Toxotes jaculatrix	941984	5
Chelonia mydas	8469	5
Cervus elaphus	9860	5
Sphaeramia orbicularis	375764	5
Bubalus bubalis	89462	5
Scleropages formosus	113540	5
Alosa alosa	278164	5
Sphaerodactylus townsendi	933632	4
Geotrypetes seraphini	260995	4
Bos taurus	9913	4
Bos indicus x Bos taurus	30522	4
Pan paniscus	9597	4
Bos indicus	9915	4
Oryzias latipes	8090	4
Camelus ferus	419612	4
Pseudochaenichthys georgianus	52239	4
Pygocentrus nattereri	42514	4
Stegostoma fasciatum	378071	4
Manduca sexta	7130	4
Microcaecilia unicolor	1415580	4
Maylandia zebra	106582	4
Nematostella vectensis	45351	4
Neodiprion fabricii	2872261	4
Neodiprion lecontei	441921	4
Neodiprion pinetum	441929	4
Neodiprion virginianus	2961670	4
Astatotilapia calliptera	8154	4
Nothobranchius furzeri	105023	4
Lepisosteus oculatus	7918	4
Tribolium castaneum	7070	4
Teleopsis dalmanni	139649	4
Syngnathus acus	161584	4
Papio anubis	9555	4
Sus scrofa	9823	4
Bradysia coprophila	38358	4
Daphnia magna	35525	4
Caretta caretta	8467	4
Rhincodon typus	259920	4
Capra hircus	9925	4
Diprion similis	362088	4
Denticeps clupeoides	299321	4
Daphnia pulicaria	35523	4
Phacochoerus africanus	41426	4
Chiloscyllium plagiosum	36176	4
Rhinatrema bivittatum	194408	4
Danio rerio	7955	4
Chelmon rostratus	109905	4
Electrophorus electricus	8005	4
Monomorium pharaonis	307658	4
Drosophila albomicans	7291	4
Carcharodon carcharias	13397	4
Rana temporaria	8407	4
Culex pipiens pallens	7175	4
Neomonachus schauinslandi	29088	3
Mus caroli	10089	3
Ochotona princeps	9978	3
Zalophus californianus	9704	3
Nymphalis io	171585	3
Mus musculus	10090	3
Pongo abelii	9601	3
Rattus rattus	10117	3
Nomascus leucogenys	61853	3
Neosciurus carolinensis	30640	3
Venturia canescens	32260	3
Neogale vison	452646	3
Vulpes lagopus	494514	3
Mus pahari	10093	3
Prionailurus viverrinus	61388	3
Mustela erminea	36723	3
Trichosurus vulpecula	9337	3
Nasonia vitripennis	7425	3
Xenopus laevis	8355	3
Tursiops truncatus	9739	3
Rattus norvegicus	10116	3
Prionailurus bengalensis	37029	3
Sceloporus undulatus	8520	3
Theropithecus gelada	9565	3
Peromyscus leucopus	10041	3
Schistocerca americana	7009	3
Schistocerca cancellata	274614	3
Schistocerca gregaria	7010	3
Panthera uncia	29064	3
Panthera tigris	9694	3
Panthera leo	9689	3
Pan troglodytes	9598	3
Schistocerca nitens	7011	3
Schistocerca piceifrons	274613	3
Schistocerca serialis cubense	2023354	3
Sarcophilus harrisii	9305	3
Perognathus longimembris pacificus	38669	3
Osmia bicornis bicornis	1437190	3
Peromyscus maniculatus bairdii	10042	3
Rhinolophus ferrumequinum	59479	3
Ornithorhynchus anatinus	9258	3
Phocoena sinus	42100	3
Phyllostomus discolor	89673	3
Piliocolobus tephrosceles	591936	3
Orcinus orca	9733	3
Ooceraea biroi	2015173	3
Onychomys torridus	38674	3
Suncus etruscus	109475	3
Rhipicephalus sanguineus	34632	3
Suricata suricatta	37032	3
Podarcis muralis	64176	3
Rhinopithecus roxellana	61622	3
Tachyglossus aculeatus	9261	3
Takifugu rubripes	31033	3
Lynx canadensis	61383	3
Monodelphis domestica	13616	3
Bufo bufo	8384	3
Caenorhabditis briggsae	6238	3
Callithrix jacchus	9483	3
Camelus dromedarius	9838	3
Canis lupus dingo	9612	3
Canis lupus familiaris	9612	3
Cataglyphis hispanica	1086592	3
Choloepus didactylus	27675	3
Chrysemys picta bellii	8479	3
Cricetulus griseus	10029	3
Culex quinquefasciatus	7176	3
Diabrotica virgifera virgifera	50389	3
Dromiciops gliroides	33562	3
Drosophila innubila	198719	3
Drosophila miranda	7229	3
Drosophila pseudoobscura	7237	3
Drosophila subobscura	7241	3
Drosophila willistoni	7260	3
Elephas maximus indicus	9783	3
Equus asinus	9793	3
Bufo gargarizans	30331	3
Bombus terrestris	30195	3
Equus quagga	89248	3
Bombus pyrosoma	396416	3
Acropora millepora	45264	3
Aedes aegypti	7159	3
Aethina tumida	116153	3
Ailuropoda melanoleuca	9646	3
Anolis carolinensis	28377	3
Anopheles arabiensis	7173	3
Anopheles coluzzii	1518534	3
Anopheles gambiae str. PEST	7165	3
Anopheles merus	30066	3
Anthonomus grandis grandis	7044	3
Apis mellifera	7460	3
Arvicanthis niloticus	61156	3
Arvicola amphibius	1047088	3
Bactrocera dorsalis	27457	3
Bactrocera neohumeralis	98809	3
Bactrocera tryoni	59916	3
Balaenoptera musculus	9771	3
Belonocnema kinseyi	2817044	3
Bombus huntii	85661	3
Equus caballus	9796	3
Daphnia pulex	6669	3
Ischnura elegans	197161	3
Lucilia cuprina	7375	3
Hermetia illucens	343691	3
Homo sapiens	9606	3
Ictidomys tridecemlineatus	43179	3
Jaculus jaculus	51337	3
Lacerta agilis	80427	3
Lemur catta	9447	3
Leopardus geoffroyi	46844	3
Lepeophtheirus salmonis	72036	3
Lutra lutra	9657	3
Gracilinanus agilis	191870	3
Macaca fascicularis	9541	3
Macaca mulatta	9544	3
Mastomys coucha	35658	3
Mauremys mutica	74926	3
Mauremys reevesii	260615	3
Meles meles	9662	3
Microcebus murinus	30608	3
Microtus ochrogaster	79684	3
Harmonia axyridis	115357	3
Zootoca vivipara	8524	3
Gorilla gorilla gorilla	9593	3
Gopherus evgoodei	1825980	3
Felis catus	9685	3
Pieris brassicae	7116	2
Aphidius gifuensis	684658	2
Taeniopygia guttata	59729	2
Maniola jurtina	191418	2
Aquila chrysaetos chrysaetos	8962	2
Aricia agestis	91739	2
Maniola hyperantus	2795564	2
Oxyura jamaicensis	8884	2
Athalia rosae	37344	2
Strongyloides ratti	34506	2
Strigops habroptila	2489341	2
Anopheles stephensi	30069	2
Aythya fuligula	219594	2
Spodoptera litura	69820	2
Spodoptera frugiperda	7108	2
Pectinophora gossypiella	13191	2
Accipiter gentilis	8957	2
Penaeus chinensis	139456	2
Solenopsis invicta	13686	2
Penaeus monodon	6687	2
Gallus gallus	9031	2
Parus major	9157	2
Pieris napi	78633	2
Vespa crabro	7445	2
Zerene cesonia	33412	2
Molothrus ater	84834	2
Papilio machaon	76193	2
Melopsittacus undulatus	13146	2
Anas platyrhynchos	8839	2
Melitaea cinxia	113334	2
Anopheles albimanus	7167	2
Vespula pensylvanica	30213	2
Vespa velutina	202808	2
Anopheles aquasalis	42839	2
Anopheles maculipalpis	1496333	2
Vanessa cardui	171605	2
Vanessa atalanta	42275	2
Ficedula albicollis	59894	2
Meleagris gallopavo	9103	2
Trichoplusia ni	7111	2
Anopheles darlingi	43151	2
Trachemys scripta elegans	34903	2
Anopheles funestus	62324	2
Pararge aegeria	116150	2
Lonchura striata domestica	40157	2
Drosophila yakuba	7245	2
Numida meleagris	8996	2
Dermacentor silvarum	543639	2
Cotesia glomerata	32391	2
Coturnix japonica	93934	2
Homalodisca vitripennis	197043	2
Hirundo rustica	43150	2
Cygnus atratus	8868	2
Cygnus olor	8869	2
Danaus plexippus plexippus	13037	2
Procambarus clarkii	6728	2
Motacilla alba alba	45807	2
Drosophila sechellia	7238	2
Corvus hawaiiensis	134902	2
Helicoverpa zea	7113	2
Drosophila ananassae	7217	2
Drosophila busckii	30019	2
Helicoverpa armigera	29058	2
Drosophila mauritiana	7226	2
Plutella xylostella	51655	2
Drosophila melanogaster	7227	2
Drosophila santomea	129105	2
Pieris rapae	64459	2
Bombyx mori	7091	2
Corvus moneduloides	1196302	2
Corvus cornix cornix	181096	2
Colias croceus	72248	2
Drosophila teissieri	7243	2
Leguminivora glycinivorella	1035111	2
Lagopus muta	64668	2
Calypte anna	9244	2
Camarhynchus parvulus	87175	2
Drosophila suzukii	28584	2
Drosophila subpulchrella	1486046	2
Falco naumanni	148594	2
Catharus ustulatus	91951	2
Chiroxiphia lanceolata	296741	2
Hydra vulgaris	6087	2
Drosophila simulans	7240	2
Chrysoperla carnea	189513	2
Coccinella septempunctata	41139	2
Rhipicephalus microplus	6941	2
Falco rusticolus	120794	2
Portunus trituberculatus	210409	1
Ciona intestinalis	7719	1
Rhopalosiphum maidis	43146	1
Aphis gossypii	80765	1
Acyrthosiphon pisum	7029	1
Nilaparvata lugens	108931	1
